Column_1,Column_2,Column_3,Column_4,Column_5
77,395,52,99,518
320,348,785,664,317
548,826,580,834,283
359,861,59,804,744
346,135,162,620,18
857,284,453,139,797
997,746,644,893,267
465,685,280,584,279
443,628,54,959,806
488,187,472,144,556
403,587,986,345,534
270,162,761,575,976
800,70,655,965,778
116,599,583,88,765
181,869,563,102,515
321,455,526,832,719
957,882,255,156,365
723,994,697,396,108
736,301,620,827,933
624,990,333,642,102
238,452,330,679,639
723,318,868,791,858
729,33,792,986,384
721,945,372,39,633
297,317,749,672,887
501,242,614,332,61
397,162,624,233,818
739,927,213,629,165
836,359,788,248,104
600,568,943,443,590
819,209,73,331,552
268,724,849,136,486
278,606,935,968,661
34,126,0,244,222
834,593,649,677,22
18,597,782,201,714
629,265,649,16,837
897,979,459,809,177
100,678,968,295,411
903,343,559,248,369
807,35,733,580,670
286,725,277,181,798
971,751,602,317,119
607,806,826,513,221
86,422,476,88,820
327,68,800,207,800
118,991,117,981,27
61,583,433,558,919
982,123,222,948,169
392,604,549,877,527
956,981,61,429,876
702,96,340,946,120
494,818,263,589,822
769,144,218,279,983
476,813,225,753,971
753,330,366,605,558
47,174,265,913,724
71,554,624,443,531
133,461,313,295,348
207,364,198,417,696
859,95,763,109,819
537,7,852,208,186
397,246,594,835,554
483,194,527,32,180
536,724,300,631,639
368,362,724,553,488
657,260,19,57,463
722,103,412,698,346
938,350,51,408,613
364,967,812,681,107
982,909,788,621,599
825,251,307,706,606
499,724,19,170,651
821,362,770,246,217
67,580,284,732,300
636,879,908,959,643
900,518,723,985,166
619,428,985,495,843
15,457,877,986,965
384,207,827,544,846
332,151,449,421,456
652,194,409,661,356
108,904,654,929,420
126,281,254,937,162
334,57,591,566,148
963,417,963,479,842
538,7,618,481,46
443,883,893,610,226
714,381,55,178,658
588,58,528,513,255
80,359,690,633,780
109,329,344,68,687
272,741,245,495,496
837,705,845,29,965
313,873,883,875,468
232,514,711,614,717
592,345,105,537,690
643,879,282,953,705
202,817,541,508,783
594,682,714,276,113
159,736,620,927,773
350,183,479,969,79
573,696,904,11,199
160,185,182,5,473
77,196,685,877,507
134,54,351,554,562
795,817,959,444,337
899,299,387,516,546
710,941,506,337,384
10,514,935,101,517
188,668,873,577,745
478,760,952,476,412
197,242,534,99,142
957,994,863,489,930
947,960,825,408,479
842,929,73,199,432
736,514,244,960,121
362,746,952,568,307
272,570,617,89,75
348,759,879,426,884
424,713,181,948,777
300,234,790,697,859
501,460,247,530,916
268,81,706,327,833
952,520,716,504,79
280,763,703,838,545
577,915,101,307,379
627,460,845,281,85
38,880,909,400,265
417,510,537,814,877
194,850,688,1,501
572,267,336,989,379
328,26,640,109,957
587,91,842,966,456
101,664,708,184,929
759,223,765,802,397
939,923,981,153,51
31,739,117,490,315
310,670,798,145,79
763,641,66,413,979
799,16,65,387,465
326,740,703,485,549
710,255,438,497,339
383,187,801,199,78
692,732,558,161,545
123,542,34,270,565
134,918,562,169,57
532,29,924,482,566
329,502,287,597,337
69,141,912,611,290
256,709,834,181,274
213,7,2,357,291
422,809,526,887,207
48,527,63,416,875
944,322,970,146,590
510,347,826,23,187
844,855,890,484,881
532,351,965,721,571
883,373,191,377,60
454,356,961,165,335
173,540,214,588,829
801,132,755,40,460
404,420,407,196,219
559,377,918,841,966
244,634,45,927,328
357,510,948,266,862
99,993,453,806,566
900,193,818,318,312
23,893,74,749,251
593,709,839,552,983
964,701,0,229,382
193,817,787,780,562
762,921,723,167,378
234,940,766,724,981
335,131,937,849,517
69,251,791,614,964
720,176,547,82,475
128,597,4,99,667
722,292,682,931,903
11,851,973,612,653
232,747,294,860,309
205,37,401,147,841
400,352,135,50,386
470,777,164,932,524
653,969,322,354,596
417,931,511,39,712
474,903,745,338,824
320,372,697,934,143
539,691,53,851,920
134,923,185,949,545
625,234,665,116,243
517,259,383,312,851
928,626,463,118,475
34,681,500,197,188
309,785,57,692,888
691,303,263,822,696
614,485,97,564,455
561,321,211,683,48
203,828,637,883,981
931,143,991,378,496
657,159,122,109,753
632,525,612,708,536
91,585,720,573,401
482,123,701,477,582
988,874,931,124,6
429,890,67,552,65
476,457,669,856,139
403,325,475,489,227
339,316,274,104,9
207,707,163,970,902
451,942,421,63,652
71,15,615,199,420
626,859,110,365,26
386,441,596,577,427
810,155,701,882,647
40,751,622,485,958
935,44,575,849,992
346,845,346,182,807
93,222,568,291,734
955,216,180,609,317
733,791,308,630,913
797,75,818,966,231
525,984,735,539,653
349,403,940,827,297
455,819,494,42,123
711,973,105,714,73
824,457,94,578,415
178,677,342,752,430
143,221,536,398,167
963,622,206,108,121
464,232,613,746,203
681,197,504,935,943
373,171,531,164,387
138,588,102,749,522
959,361,607,735,48
882,519,129,452,413
704,797,963,394,604
572,667,578,86,871
979,401,875,905,862
495,863,154,972,421
306,962,823,743,266
463,376,313,404,775
546,641,335,326,524
307,36,919,757,656
571,139,141,682,165
742,194,690,582,445
636,616,852,724,986
364,141,975,985,747
297,405,856,18,874
764,543,978,850,590
484,819,723,573,814
151,907,127,81,982
373,240,77,547,127
822,38,54,325,971
969,157,930,460,586
422,40,993,241,530
476,661,74,140,365
588,826,125,325,763
409,15,30,485,913
983,210,480,40,37
709,677,417,879,466
21,939,785,831,97
1,402,625,295,234
440,898,326,815,364
22,567,182,989,190
81,659,432,652,575
55,462,543,656,67
350,43,598,643,961
36,645,591,750,191
815,255,531,951,559
308,95,417,433,253
96,906,70,642,239
719,491,275,348,185
34,220,617,856,484
818,273,176,70,73
805,904,405,300,937
353,432,227,267,992
116,908,857,232,880
157,340,441,484,10
749,868,1,879,737
582,130,779,539,396
967,5,890,226,193
266,114,36,152,603
714,412,812,541,827
263,595,447,644,443
5,935,56,342,708
230,394,629,15,158
91,416,798,788,229
142,21,789,228,486
988,666,501,209,119
426,265,457,411,24
595,102,443,722,781
68,59,817,649,129
772,355,214,577,790
621,382,843,220,706
508,912,32,769,384
335,74,990,629,358
177,65,748,752,151
358,524,55,466,678
216,5,149,315,501
141,831,496,115,277
919,411,70,540,374
116,558,49,828,450
335,452,958,16,219
745,570,286,552,988
515,906,427,233,706
405,618,552,982,900
63,348,65,461,55
365,585,639,655,408
909,104,204,252,284
129,275,342,706,410
156,43,424,312,68
479,38,984,711,802
468,292,699,876,794
692,720,395,644,742
475,83,986,598,218
511,241,835,776,572
388,208,441,909,509
184,634,283,947,694
899,210,809,966,945
881,970,758,424,384
169,539,510,246,139
328,588,328,526,652
615,283,798,392,322
544,367,311,633,345
931,670,510,133,617
59,71,258,80,854
123,470,68,119,955
246,638,602,891,769
278,671,125,312,517
789,627,57,841,851
771,861,458,387,258
396,184,529,326,485
727,711,862,528,64
628,543,845,272,250
715,921,813,113,925
193,839,981,163,45
394,709,169,644,975
459,185,3,68,373
147,287,855,474,810
582,966,760,890,505
827,810,693,321,363
513,243,788,353,180
808,436,833,595,31
205,872,926,732,872
315,450,872,95,128
86,850,47,28,802
735,105,837,421,514
329,549,585,183,454
733,407,269,817,776
644,896,561,30,195
981,774,205,729,740
798,206,722,124,4
894,790,251,194,460
810,963,674,417,90
5,993,312,269,783
994,23,213,449,856
927,691,250,441,14
324,938,804,130,273
401,377,905,430,795
315,780,767,196,895
908,737,29,498,74
354,290,224,243,343
342,941,753,843,870
540,482,563,520,287
877,220,62,234,382
73,223,647,822,431
995,480,259,748,314
487,601,626,664,725
804,100,212,537,590
215,391,392,58,282
627,140,302,595,863
192,832,925,491,917
565,935,248,63,317
273,985,405,24,556
252,366,190,675,973
214,362,659,456,708
220,65,540,102,503
173,872,721,449,372
563,183,893,639,160
889,758,38,559,822
228,858,43,443,140
924,822,498,425,949
291,600,508,8,880
234,785,292,570,865
682,169,515,781,367
739,523,284,318,814
695,640,233,996,305
657,451,588,681,14
711,305,813,199,62
547,514,974,389,662
835,784,756,581,923
846,420,804,844,526
780,40,57,448,42
2,139,597,258,337
440,67,723,858,559
805,43,132,730,989
97,251,95,304,826
696,999,363,297,995
869,864,554,993,285
191,361,856,167,930
843,157,649,796,62
549,354,504,597,61
536,626,50,263,332
154,871,286,321,775
144,525,200,286,718
40,17,993,377,397
827,603,313,969,771
101,387,652,704,248
499,45,187,623,122
55,450,821,428,99
131,476,639,280,755
772,364,652,384,416
190,188,590,334,613
679,722,259,577,972
94,908,935,147,560
212,332,551,311,199
311,212,616,793,980
556,45,90,283,244
633,545,912,238,728
401,419,149,171,72
737,581,111,902,297
15,310,905,767,568
59,498,938,348,138
271,317,416,55,163
684,626,86,636,325
433,65,277,23,623
81,259,321,362,202
683,482,753,885,718
926,766,776,241,194
100,253,105,92,332
629,96,222,633,703
48,701,807,557,570
431,614,77,236,83
188,518,805,241,664
512,139,637,24,128
925,666,822,118,513
564,462,296,432,864
472,960,146,616,839
322,130,642,331,535
448,705,803,978,527
339,525,585,691,906
243,357,523,515,67
32,729,891,804,641
288,768,14,776,911
263,307,120,511,844
25,719,478,576,187
206,706,624,873,961
849,828,80,638,533
794,933,626,729,889
836,759,731,483,765
383,647,683,808,276
682,502,376,910,155
188,420,763,201,857
872,751,444,898,555
369,113,14,158,91
862,588,359,622,508
795,788,123,786,719
289,424,955,784,732
426,287,833,822,106
752,659,374,531,687
400,558,638,159,254
330,78,248,600,635
131,946,921,965,502
463,886,448,664,520
753,700,666,936,631
518,955,752,229,891
624,418,203,129,755
821,834,150,277,376
185,296,820,726,692
878,469,149,319,513
901,194,935,434,531
47,553,411,164,210
829,479,452,775,20
629,724,503,713,621
539,945,399,197,6
17,553,136,68,472
669,723,187,561,839
753,444,302,872,565
320,925,136,944,31
133,762,837,503,744
445,480,28,216,146
262,658,724,463,563
24,80,593,727,305
531,433,570,733,1
867,218,347,842,132
82,736,629,394,79
214,944,320,916,562
16,772,56,609,141
888,810,17,771,668
369,960,504,66,778
495,874,441,649,679
270,146,103,178,996
75,273,589,232,818
937,97,77,356,652
633,201,169,573,38
817,435,664,651,79
121,434,867,482,356
757,872,408,595,154
239,864,933,919,855
872,371,600,631,736
7,56,302,346,37
993,920,230,65,404
253,819,995,712,629
347,785,6,886,894
829,658,498,935,565
597,935,314,355,863
477,371,225,527,25
681,525,404,755,258
773,245,181,881,282
660,672,515,57,29
524,926,884,963,799
576,153,768,976,358
221,781,934,291,702
37,338,366,100,971
312,589,228,246,755
432,248,114,605,631
551,744,808,629,79
618,792,188,999,923
319,194,520,136,533
4,792,623,933,97
942,579,353,724,721
542,900,190,379,429
358,706,598,621,894
971,158,849,227,97
201,527,685,716,451
903,563,665,470,793
606,113,607,712,179
771,335,713,272,682
985,243,105,35,107
344,106,589,813,949
456,539,766,953,243
46,467,887,441,187
469,857,502,589,405
251,894,110,672,167
825,423,605,743,93
820,363,120,571,975
544,243,205,420,571
206,350,976,185,731
153,140,564,63,333
330,582,214,432,324
369,826,838,669,692
85,20,636,278,809
976,76,112,926,888
632,316,245,558,214
99,507,572,32,512
258,385,488,127,339
120,332,197,117,631
763,58,766,356,128
611,593,226,478,226
307,533,394,895,755
443,386,312,272,102
969,969,755,212,224
154,979,512,475,260
569,42,793,776,821
899,232,107,161,10
813,764,944,781,680
990,611,108,510,422
794,617,790,1,186
692,547,605,499,443
880,412,11,87,833
16,989,817,654,840
171,543,863,574,944
211,310,81,679,446
355,524,869,338,828
987,59,172,885,986
478,556,106,235,263
911,287,608,376,99
776,892,397,693,951
105,816,404,912,679
653,589,308,161,239
83,828,638,545,463
924,617,543,287,368
562,90,317,706,163
686,355,230,224,19
792,645,337,480,787
132,40,429,876,428
690,175,312,302,290
81,478,221,206,508
463,297,273,555,993
221,151,773,250,413
337,809,982,321,475
560,432,711,294,247
498,759,861,471,229
650,955,420,529,577
6,949,32,482,132
800,973,164,829,694
866,87,636,454,593
431,316,43,766,635
847,938,464,53,173
195,325,744,439,382
720,115,341,2,982
373,261,645,822,561
739,419,444,501,933
979,612,272,655,268
482,341,837,75,116
453,763,205,94,735
159,652,961,56,27
427,253,220,681,432
721,953,515,835,610
311,540,631,872,537
675,32,405,944,728
413,321,496,280,467
214,911,147,329,963
226,189,149,323,395
112,995,616,357,70
90,850,800,677,363
858,388,346,748,27
987,965,699,668,796
352,699,381,359,815
337,551,122,861,693
504,50,85,421,976
436,819,800,901,781
915,285,292,118,277
490,371,584,782,666
43,734,92,683,518
834,825,166,236,108
511,388,574,884,31
951,8,154,197,144
117,989,491,642,647
399,67,514,545,766
187,304,986,301,867
179,172,644,258,205
564,637,116,5,200
908,388,785,278,919
479,500,632,271,173
929,112,203,167,120
726,977,976,616,206
352,72,942,164,48
964,300,654,257,651
206,210,62,142,238
980,566,134,837,780
74,428,631,762,158
722,843,490,588,855
376,124,347,362,732
184,52,245,545,934
468,713,263,153,785
660,635,478,743,839
606,384,741,956,398
294,105,773,60,206
625,632,145,738,347
44,198,484,543,504
594,938,235,275,38
896,275,911,960,521
500,852,369,854,57
613,915,305,778,957
976,602,402,256,15
74,229,77,9,438
385,478,114,239,724
296,121,16,26,270
149,837,250,982,304
983,800,799,770,438
335,382,143,847,904
416,360,171,732,995
37,822,775,845,754
507,739,936,980,52
887,392,148,623,413
186,701,607,56,33
309,920,971,351,296
398,758,284,679,342
814,980,291,810,706
666,701,831,515,619
320,833,41,669,277
552,697,488,822,418
73,644,322,407,853
557,822,569,150,650
195,743,600,514,129
801,10,156,63,529
330,698,410,936,621
711,176,853,998,559
437,710,388,478,317
801,206,754,697,337
977,826,680,303,676
221,147,592,454,326
289,96,201,166,983
642,264,138,781,641
910,69,496,615,414
819,17,418,747,744
612,153,448,594,442
129,164,275,774,469
234,488,5,606,91
806,353,2,930,485
655,910,737,513,886
629,716,438,495,5
7,981,399,309,71
473,213,873,275,926
876,852,67,166,280
245,393,708,53,774
940,870,103,630,280
761,656,501,799,771
466,111,23,358,284
576,17,601,964,478
936,533,933,617,477
330,572,198,638,823
242,900,328,569,25
858,229,563,959,915
611,443,717,35,450
732,506,52,428,855
169,661,593,912,648
774,624,240,561,269
422,857,644,448,65
86,217,323,898,998
758,619,289,975,166
658,88,836,860,754
922,962,789,543,746
226,216,117,320,124
250,930,233,171,298
510,648,71,89,312
844,920,85,551,86
66,701,949,425,774
811,163,65,255,972
456,491,954,527,527
4,989,774,232,1
124,557,931,775,769
432,518,272,386,819
608,684,986,987,684
564,830,887,214,403
545,737,515,589,182
121,720,843,958,122
684,527,991,687,977
199,710,436,437,239
617,371,776,459,714
753,769,596,371,873
216,321,101,459,247
238,701,549,924,400
345,806,205,297,718
717,722,362,100,291
970,717,153,613,604
63,555,800,201,238
80,191,349,385,411
8,902,175,770,299
699,850,717,477,959
680,583,708,978,736
449,826,460,736,117
219,148,215,903,964
354,963,27,688,375
9,477,469,534,654
121,476,671,753,285
42,123,846,127,898
341,416,487,264,709
698,860,433,73,285
391,736,382,73,488
911,596,222,713,302
625,953,846,515,467
301,80,432,203,681
247,384,809,202,948
351,386,262,392,958
14,572,510,561,923
554,758,368,980,690
112,253,355,326,242
984,573,278,309,908
124,795,71,605,979
260,980,246,762,471
485,914,494,148,445
80,926,606,950,14
357,15,477,795,785
474,173,912,968,463
136,216,361,631,573
569,905,889,449,135
166,141,431,188,572
897,505,684,120,150
717,253,439,902,612
468,734,547,892,567
325,657,318,370,758
798,632,412,892,599
738,806,121,50,250
668,448,369,129,243
374,198,984,490,815
247,386,508,450,748
929,18,377,637,493
397,384,270,716,374
871,860,465,792,430
499,410,178,737,141
277,836,11,980,776
4,886,483,957,521
332,479,531,160,435
343,356,981,581,948
525,767,246,930,935
702,577,850,142,941
939,809,241,299,278
3,610,841,462,284
390,749,736,995,455
923,460,986,893,717
690,921,336,875,234
419,419,320,945,156
139,128,961,961,799
899,208,698,430,869
35,737,114,200,268
669,590,444,510,759
701,559,559,287,921
155,788,270,170,792
270,967,937,572,132
45,297,323,372,182
508,770,837,488,542
591,336,533,70,317
38,159,864,122,712
272,832,965,50,494
514,895,814,891,89
165,202,692,413,17
234,206,533,662,429
943,906,720,851,599
819,382,372,397,878
162,449,482,956,792
38,65,868,326,664
48,454,424,262,285
663,614,59,789,788
385,179,495,153,352
769,668,792,808,570
289,379,661,594,134
327,906,125,484,299
333,793,838,183,519
54,830,411,969,124
770,618,422,874,525
685,4,315,701,407
803,894,5,421,359
466,16,61,860,333
175,457,344,414,389
454,120,339,143,923
661,958,851,63,226
233,539,433,147,972
877,985,368,321,135
265,153,19,515,14
590,378,330,596,53
235,780,241,364,665
832,375,767,47,246
134,620,133,128,30
378,295,821,309,104
734,406,52,838,16
933,883,385,999,193
517,997,197,574,888
519,176,19,80,318
630,95,701,271,77
664,140,412,160,82
583,810,392,683,738
153,227,229,122,27
91,368,171,729,926
93,425,760,95,693
971,597,817,496,985
679,296,123,656,271
567,293,428,612,648
69,644,143,95,509
72,335,983,399,32
810,89,108,884,416
494,645,391,887,582
60,22,195,405,57
689,96,264,851,86
336,278,980,926,980
102,336,714,607,488
8,757,327,558,636
664,793,62,196,868
947,775,396,754,994
560,516,547,183,574
489,622,677,527,73
645,945,179,145,538
414,128,273,417,762
996,18,968,931,469
194,840,182,592,175
153,465,676,12,709
980,904,810,239,313
504,117,203,767,342
610,810,411,599,830
272,96,511,739,893
967,79,996,589,534
83,389,957,851,629
524,286,50,197,524
100,974,909,411,493
573,808,733,732,884
997,602,895,377,666
97,909,192,678,27
86,67,588,478,837
463,673,11,354,821
166,740,806,564,353
732,417,404,607,273
648,535,573,757,555
558,748,40,890,417
807,154,891,30,724
162,508,389,239,135
252,179,950,736,948
259,743,994,428,182
268,50,898,263,20
624,173,104,137,835
97,859,883,264,687
714,963,368,511,720
945,846,487,300,180
702,965,367,266,942
352,857,173,241,513
393,440,143,404,834
245,352,554,204,364
312,421,269,229,897
653,739,905,895,494
153,572,125,740,937
741,69,74,39,191
463,83,428,611,644
883,219,282,719,322
849,458,741,727,620
284,202,54,541,38
308,988,169,727,430
400,825,958,412,45
675,421,117,411,568
228,438,986,504,647
404,706,4,30,228
820,707,871,23,346
167,773,489,595,771
131,730,266,187,148
244,977,172,136,301
125,113,170,819,641
350,346,688,610,177
823,353,854,815,780
662,951,954,107,244
20,79,719,66,188
330,968,816,933,454
427,624,699,797,669
418,81,97,717,932
992,486,497,522,616
555,531,388,403,775
104,353,762,143,230
797,315,720,430,493
740,986,794,246,375
173,781,558,287,221
742,662,229,463,745
898,348,152,175,697
755,182,575,442,261
698,218,493,477,922
547,66,209,307,718
501,88,243,116,399
794,683,925,980,938
524,530,320,646,876
497,600,56,746,234
76,161,123,461,410
236,162,828,557,799
691,706,776,516,885
699,662,983,409,56
693,177,509,23,494
824,746,919,723,268
835,177,192,324,300
105,231,865,364,694
454,981,853,819,703
977,90,54,870,16
386,951,508,420,309
498,357,359,393,554
660,751,56,347,209
936,954,44,882,857
479,231,835,23,116
64,166,288,829,755
789,431,694,436,749
283,879,721,686,346
156,897,178,522,295
574,94,878,970,322
386,489,173,538,993
313,707,176,147,694
45,401,440,792,424
314,945,944,832,201
889,308,353,375,961
328,292,833,880,444
690,865,311,843,943
783,596,610,17,652
256,656,363,364,693
584,176,280,205,125
82,179,998,646,636
278,739,354,146,565
337,928,944,583,309
508,537,170,96,109
560,595,101,704,223
648,171,904,94,14
301,874,632,50,242
516,131,135,101,423
279,985,549,393,636
824,120,247,752,242
843,185,76,797,707
562,68,216,898,889
277,891,355,918,859
385,374,258,468,64
524,572,731,904,354
331,386,527,646,442
514,325,681,819,511
486,730,890,310,490
519,443,57,627,260
525,364,214,179,54
426,68,173,520,576
148,266,101,612,75
590,446,505,64,616
756,858,344,812,643
729,152,828,503,475
527,199,696,927,606
170,80,961,450,719
226,561,884,918,487
0,308,274,11,699
292,428,726,31,475
687,871,729,662,867
126,11,459,233,672
824,90,226,424,653
962,986,808,695,161
381,380,157,705,844
676,91,698,335,13
203,185,98,191,160
882,540,825,919,588
621,181,714,482,454
224,675,98,290,148
741,397,859,972,336
122,614,305,976,866
196,53,786,309,743
991,943,385,82,130
502,480,619,823,450
635,638,645,469,55
415,560,998,595,343
399,296,37,605,456
655,431,171,309,655
516,876,640,803,743
42,427,175,466,786
233,227,514,877,598
302,996,5,233,461
909,775,637,271,613
115,118,597,450,153
239,739,876,55,562
627,591,232,16,31
348,684,573,565,452
660,407,196,219,925
780,973,87,448,368
780,667,382,416,197
391,202,317,822,119
14,421,306,20,966
178,355,657,264,363
1,81,169,966,437
525,180,287,950,913
142,580,149,113,160
37,822,747,770,940
513,702,771,992,164
617,624,759,374,686
775,336,647,332,76
496,363,400,291,721
869,366,446,832,970
971,393,636,19,792
419,673,163,574,744
840,632,367,736,314
866,813,929,259,358
207,579,249,61,736
782,299,793,176,391
826,390,534,123,784
19,847,92,643,729
94,25,384,122,361
393,260,554,937,971
945,369,803,587,543
631,169,742,586,349
496,492,982,365,472
837,244,629,345,899
31,941,238,424,9
137,556,208,16,23
761,411,45,667,747
666,134,435,1,640
124,919,366,928,663
988,521,326,886,118
369,409,180,401,19
492,193,162,339,102
281,220,655,900,402
668,218,265,145,181
869,149,296,623,433
706,360,957,78,656
699,74,172,71,264
458,482,252,816,622
40,533,866,194,117
716,13,561,738,693
768,775,100,991,812
408,819,445,249,191
210,21,256,18,543
910,329,704,573,240
464,771,802,919,706
783,816,120,666,890
734,82,516,345,204
730,576,928,652,811
562,484,729,655,482
586,57,588,61,396
489,277,337,815,533
333,411,909,68,349
848,808,25,415,712
37,606,117,643,574
230,854,928,346,456
569,530,454,560,538
878,609,691,855,31
803,386,946,808,79
530,875,934,665,506
465,21,424,783,30
166,258,147,736,694
661,546,90,463,535
785,733,434,541,893
103,885,422,597,565
355,983,319,285,632
32,351,552,819,326
652,278,64,125,771
350,447,363,317,564
399,893,801,695,947
461,552,846,935,374
484,689,147,180,431
674,831,302,421,258
744,134,427,987,139
986,761,839,651,191
999,216,642,81,219
370,172,105,333,89
435,344,727,15,786
318,459,525,452,781
304,211,233,993,873
686,808,402,25,947
27,773,582,384,752
430,851,682,618,524
780,26,0,321,798
768,930,956,977,851
181,840,836,696,841
253,934,787,433,615
480,799,530,133,993
25,778,71,233,998
553,346,71,329,228
565,145,222,338,474
630,284,41,913,730
368,289,156,798,311
998,863,909,174,465
59,101,587,896,420
914,85,891,756,266
360,359,283,322,780
577,954,72,623,412
281,12,662,376,256
446,752,890,178,358
121,258,810,546,203
69,698,160,826,127
401,462,400,265,641
876,539,784,209,251
757,419,401,930,822
688,500,881,582,196
769,270,91,258,577
34,520,901,129,427
969,821,787,663,671
329,714,239,633,384
886,873,917,325,968
118,792,793,537,167
139,929,93,531,144
545,317,952,679,920
479,404,84,346,333
446,977,744,796,332
890,123,776,354,926
567,895,858,760,639
659,631,749,573,207
273,961,208,32,456
101,538,843,334,640
780,118,525,697,899
851,467,410,142,644
811,339,499,302,162
716,874,587,802,426
531,343,352,761,348
773,983,611,66,925
272,583,968,313,451
49,233,322,218,801
592,530,162,339,141
301,779,968,89,265
307,375,982,555,381
153,183,925,836,922
301,582,112,619,361
731,36,484,372,203
919,626,846,387,526
320,46,250,247,610
729,931,615,279,529
141,531,768,693,991
373,859,642,856,43
589,138,627,111,501
863,351,302,826,182
573,993,96,836,65
904,270,213,866,691
507,338,460,878,580
802,485,784,803,233
631,210,387,615,787
882,51,38,263,147
3,42,782,234,105
122,456,334,260,617
137,816,431,244,716
744,218,152,455,591
985,935,705,211,445
551,440,263,450,800
677,425,682,11,239
960,600,355,87,772
378,884,304,907,494
652,557,483,42,846
187,341,157,188,817
192,930,456,576,409
534,480,611,123,750
954,507,949,162,834
820,863,115,852,805
131,576,10,636,12
897,699,205,931,942
253,1,387,632,805
46,465,905,129,134
137,5,704,815,78
455,61,77,997,190
324,818,995,224,806
232,579,13,315,853
901,277,574,820,827
882,572,337,832,552
564,153,355,582,88
283,253,719,116,595
397,408,144,682,655
30,819,740,749,333
551,711,292,0,465
48,853,932,219,260
587,776,83,550,497
739,903,207,551,653
834,990,319,654,159
663,454,935,68,375
956,189,443,892,340
512,791,760,467,633
762,244,838,917,477
642,262,823,318,7
687,637,543,20,274
765,283,100,888,234
990,437,79,546,684
696,629,652,829,511
860,104,122,111,618
933,16,683,546,806
833,257,408,370,411
905,799,342,925,38
244,270,303,27,48
25,11,809,925,227
914,531,829,596,577
967,379,255,985,81
968,464,494,925,968
853,765,253,916,546
715,605,226,849,683
459,579,270,972,128
760,622,383,496,125
473,533,715,235,170
700,517,320,886,704
361,303,688,990,796
964,535,468,400,636
876,333,517,285,433
984,568,414,275,742
153,315,576,731,767
341,297,429,90,984
340,719,515,785,324
671,918,419,698,80
929,799,150,820,268
611,634,278,532,621
392,280,990,721,63
682,541,778,463,80
308,686,682,117,16
118,540,763,500,283
222,419,394,412,242
934,825,29,27,418
322,298,38,870,687
725,817,539,569,236
104,300,105,166,250
801,951,125,24,463
792,342,527,660,587
204,941,594,757,468
670,706,296,845,14
415,692,144,570,949
674,330,0,601,672
783,110,441,460,482
688,860,533,203,743
754,506,723,775,793
564,341,381,646,672
931,624,66,854,772
285,867,920,277,876
151,213,187,912,758
396,918,520,587,257
696,617,2,531,36
975,538,799,660,739
968,136,26,664,552
523,776,851,307,242
75,787,313,981,467
880,431,942,575,871
47,645,808,890,206
327,319,485,104,645
931,642,334,412,746
9,353,267,968,519
366,631,472,956,772
909,651,153,662,781
621,991,714,397,850
823,62,740,201,468
910,321,472,312,72
930,82,729,589,212
159,243,697,754,851
133,432,103,426,176
640,58,285,696,185
236,241,361,138,110
908,436,242,961,888
881,454,226,476,962
624,696,708,508,478
921,695,554,365,389
134,416,578,504,295
387,413,436,667,519
561,92,186,351,696
397,406,44,10,507
330,23,667,566,286
825,148,967,218,847
670,931,994,501,477
509,942,479,807,190
796,507,232,262,14
960,744,646,711,464
350,595,517,316,227
925,458,606,476,910
711,259,631,320,40
114,530,968,922,83
238,191,496,170,244
109,837,456,772,432
526,357,310,576,424
292,520,166,440,40
450,80,111,963,421
771,839,652,899,545
761,41,154,346,369
905,203,391,154,8
902,239,199,941,525
322,643,289,365,250
984,710,887,378,110
15,483,681,511,352
407,899,163,34,556
498,421,102,301,277
86,271,724,405,767
363,958,748,252,220
902,262,381,9,211
212,929,230,255,239
961,96,789,963,20
198,639,117,649,878
742,566,873,241,38
665,995,720,80,243
580,413,499,235,303
948,803,399,992,160
44,972,492,917,102
662,190,931,288,452
818,551,88,912,342
868,922,513,436,408
273,404,617,204,54
324,81,172,905,638
229,925,574,338,246
618,669,423,104,175
932,421,687,68,407
310,481,795,881,243
396,327,882,600,93
152,479,726,171,961
10,663,899,570,234
364,364,990,535,317
779,476,509,862,962
290,142,402,446,845
305,237,486,453,141
82,146,887,509,753
634,319,820,932,726
312,325,435,610,516
410,405,994,182,510
240,448,606,335,126
887,636,69,928,140
849,891,626,303,588
85,806,84,23,260
896,678,992,820,788
66,547,667,530,699
969,504,778,341,46
910,292,257,212,620
919,420,592,610,419
655,558,667,214,742
50,58,516,508,558
670,662,395,437,869
855,563,21,877,711
586,896,496,553,342
354,764,129,858,940
433,904,451,747,65
625,877,168,965,983
964,947,768,306,36
49,169,594,87,123
132,839,753,769,879
194,571,817,995,174
103,219,412,168,606
867,181,700,816,777
526,213,970,592,961
455,586,139,337,155
764,509,539,904,513
653,349,882,814,831
292,52,92,16,862
527,702,915,213,881
609,429,564,397,349
88,250,620,835,955
426,112,421,669,962
950,982,994,578,495
636,797,779,227,494
25,413,943,806,5
40,251,335,575,110
655,955,427,573,368
838,165,606,431,675
742,854,57,116,938
467,955,978,720,209
846,168,620,838,395
95,213,861,317,967
70,364,528,438,394
562,264,575,70,779
924,338,421,876,672
865,867,501,811,6
781,484,432,591,895
928,512,436,983,378
720,139,25,560,877
929,907,300,989,952
525,296,121,780,462
263,63,908,370,675
208,713,493,312,863
500,931,86,779,413
944,601,66,682,26
